received_date,document_comment
2019-12-03T05:00Z,"I firmly agree with this proposal, specifically to the 6th key area because this toxic water is reaching the mouths of children as young as five years old. Given the fact that research from the California Public Interest Research Group (CALPRIG) along with the American Academy of Pediatrics have stated that on several occasions, anything that contains over 1ppb of lead is considered dangerous. Lead exposure can affect blood cells which blocks the calcium from absorbing and children will not be able to form full-strong bones, teeth and muscle movement. This can also affect the nerves and blood vessels. When high levels of lead reach overtime, it can get worse and lead to kidney and brain damage. In the CALPRIG, data has shown that 136 schools in the San Francisco Unified School District (SFUSD) are still endangered by levels of lead where 65 schools have less than 1ppb, 66 schools have 1-5ppb, and 16 schools have lead levels over 5ppb. With the undergoing testing of the SFUSD, this gives us more than 50% of the schools are exposed to lead. There is no such thing as a safe level of lead but based on the current and federal level, the amount of lead are absurdly outdated. Schools that are contaminated with lead with over 1ppb, must undergo renovations with newly replaced water pipelines and heavy-duty filters must be set in place to ensure no lead will get through. Water testing should be done annually by the community water system (CWS) to ensure the water lines are less than 1ppb maximum and that these children attending schools are exposed to a safe and cleaner environment. 

  Cronan, Kate M., ed. Lead Poisoning (for Parents). KidsHealth. The Nemours Foundation, March 2019. https://kidshealth.org/en/parents/lead-poisoning.html. 
  Melendez, Lyanne. Lead Found in More than Half of San Francisco's Public Schools. ABC7 San Francisco, October 10, 2018. https://abc7news.com/education/lead-found-in-more-than-half-of-san-franciscos-public-schools/4457152/. 
  Get Out The Lead Map. CALPIRG. Accessed October 29, 2019. https://calpirg.org/feature/cap/get-out-lead-map.
"
2019-12-04T05:00Z,"Environmental Protection Agency Docket ID No. EPA-HQ-OW-2017-0300
I am in full support of this rule. The National Primary Drinking Water Regulation (NPDWR) increases the visibility of what people are putting into their bodies through what they drink. I appreciate that the EPA recognizes that children are most susceptible to copper and lead poisoning, which is why I strongly advocate for the proposed change of monitoring drinking outlets near schools. Access to safe drinking water is a right that all people should be guaranteed, and it fits with the EPA's mission of protecting human health, directly stating they are dedicated to protecting clean water. We have seen what happens with a city is faced with a crisis of not having clean water with Flint, and we don't want this to repeat. The clean water crisis in flint has been ongoing for five years now, and if this rule does not get passed I fear we will have other cities that have high lead levels as well. This rule is a step in the right direction for the EPA to fulfill its promise to the public. 
"
2019-12-21T05:00Z,"While the new regulations represent a step forward in lead poisoning prevention, there are two problems caused by the lack of a requirement to very quickly replace all lead lines. One is wiggle room in how quickly lead service lines will be tested and the second is inadequate action levels when lead is found in excess of 10 g/L. We know that the lead leaching from lead service lines is affecting children's health and that the mitigation strategies outlined in the proposed regulation are inadequate to fully counter the harm. In my opinion, the only responsible course of action is to add a requirement that all lead service lines and copper lines with lead solder must be replaced on an aggressive time table (e.g., 5 years)."
2019-12-27T05:00Z,"I am the owner of a hundred year old home that has a lead service line.  I totally support the change in the water testing protocol that forbids the pre-flushing of the water line before testing.

Given the Washington D.C., and Flint, MI water problems, many Americans have lost faith in their drinking water, even when their municipal drinking water is safe.  Some are drinking rain water from ponds, which is a really bad idea.

Although it would be wonderful if there were the political will in this country for an aggressive replacement of lead pipes, I am glad that these proposed rule changes are an improvement, even though I would prefer more of an improvement.

I support the change in the water testing protocol as soon as possible.  If the local water utilities can continue to game the system, then the other improvements are irrelevant, since the problem pipes won't be identified in the first place.
Thank you. "
2020-02-04T05:00Z,"Dear Administrator Wheeler, 

I urge you to address deficiencies in the Proposed Lead and Copper Rule Revisions. We know how to reduce lead at the tap, and now is the time to do everything we can to get lead out of contact with our drinking water. I especially urge you to:

 Require all water systems to fully replace all lead service lines within a specified timeline

 Prohibit partial lead service line replacements, which put people's health at risk and are inefficient

 Water systems with elevated lead levels should fully replace lead service lines at a rate of at least 7% each year.

Please make sure that the Lead and Copper Rule is effective and visionary, and that EPA robustly supports implementation and enforcement. 

We should not only focus on the drinking water and the Great Lakes here on a nationwide scale but how all the oceans around the world are becoming more polluted and acidic that wildlife is having a hard time surviving. I solidly believe that if we just set our sights on the grand scheme of things involving water around the world that we can accomplish great things. Thank you for your time and dedication."
2020-02-11T05:00Z,"
1.	The EPA will for the first time require a public lead service line Inventory.  The City of St. Petersburg Water Resource's Department (City) has removed all known lead pipes in our system.  It will be extensive and time consuming to try to determine where or if there are any left.  
2.	A galvanized pipe preceded by a lead fitting at any time must be included in the Lead Service Line Inventory requirements.  This change now makes it so that any lead fitting on a service line classifies the entire service line as a ""lead line"", even though only a small portion contains lead.  If this is the case the city would be responsible to remove and replace at the utilities expense without any confirmation of lead contamination. 
3.	When a customer replaces their owned portion of a line, the City will be required to replace the City owned portion within 45 days. While 45 days may be reasonable in most cases, there should be some flexibility due scheduling and site considerations. 
4.	The EPA is proposing to improve tap sampling procedures such as wide-mouth bottles for collection, prohibiting flushing, cleaning or removing faucet aerators before sampling.   Considerations for false positives need to be made before corrosion control studies are required. 
5.	Currently there has been limited discussion on the true cost impact to the increased sampling.
6.	The City's main concern overall with the proposed changes, is that it appears, that all of the responsibility for the service lines regardless of connection points and sample results will become The City's, if it has any trace of lead.  
"
2020-02-11T05:00Z,"Outdated and faulty water delivery systems continue to expose millions of U.S. residents to lead in their drinking water. There is no safe level of lead exposure, and the effects of lead exposure can last a lifetime. EPA has stated the need to modernize and improve the existing Lead and Copper Rule to increase public protections against the dangers posed by lead in drinking water in communities throughout the U.S. (1,2). 

The proposed rule, however, would actually slow the replacement of lead-contaminated (lead service lines) LSLs and thus increase the time over which residents could be exposed to lead. The existing rule calls for 7% of LSLs to be replaced annually in community water systems if lead measurements reach EPA's Action Level of >15 ppb. The new rule actually lowers that standard to only 3% of LSLs. This change would effectively more than double the time for replacing offending LSLs for a given water system. A separate assessment by the Natural Resources Defense Council estimated that replacement of all LSLs could take 13 years under the existing rule, but up to 33 years under the revision (3). This assessment called for setting a maximum of 10 years to replace all LSLs nationwide. The American water industry believes that locating and removing all LSLs is urgently necessary (2,3). 

The EPA has also not chosen to decrease its Action Level of 15 ppb lead in drinking water. Although the EPA has proposed decreasing the Trigger Level to 10 ppb, the World Health Organization has stated that 10 ppb is not safe for the most vulnerable, notably children and pregnant mothers and their fetuses (2,3). Moreover, Canada has recently reduced its allowable lead level at the tap, its maximum contaminant level (MCL), to 5 ppb, and Europe has recommended reducing its MCL from 10 to 5 ppb. The NRDC has urged the EPA to lower its lead Action Level to 5 ppm (3). 

Over the years 2015-2018, an estimated 5.5 million U.S. residents were served by water systems exceeding the 15 ppm Action Level, and an estimated 30 million residents received water from systems that were in violation of the LCR in a variety of ways. It is time to prevent another generation of children from growing up drinking lead contaminated water in their homes and schools (2,3). I'm opposed to the new rule and urge the EPA to reconsider and reduce the timeline for replacing lead-contaminated pipes.

(1)    www.epa.gov/newsreleases/epa-proposes-updates-lead-and-copper-rule-better-protect-children-and-risk-0

(2)  www.sciline.org/evidence-blog/lead-drinking-water

(3)   www.nrdc.org/media/2019/191010; www.nrdc.org/experts/erik-d-olson/heres-whats-needed-fix-outdated-epa-lead-tap-water-rule

"
2020-02-11T05:00Z,"East Washington Rural Water Corp

We appreciate the extension of the comments time frame, otherwise we would not have had the opportunity to voice our opinion.

We are a water only utility with 3,400 connections serving rural customers in Southern Indiana. In the interest of my time I will bullet point some of the problematic areas of the proposed rule, however this is not all encompassing: 

If the customer takes the sample and we are not there, we cannot certify the sample was taken correctly and should not be required to do so.

If there are daycare facilities, the business should be required to take and pay for their results.  As well as address any issues with their water lines that would be causing any issues.

If Lead and Copper were to be sampled separately it would be confusing to track the results and keep them strait as when to sample.  Also it would add to the cost and the time.  They should be sampled together as they are now.

We cannot require our customers to replace their service line if it is causing problems with copper or lead.  Our bylaws state the customer is responsible for their own service line, we can only fix what is on our side. 

Many of the places that would have galvanized lines are lower income areas and do not have the funds, or the desire, to replace their lines.

Customers that do replace their service line do not tell us.  Therefore, we may assume they still have lead lines on their side, when they have already been replaced.

Buying pitchers for each customer for 3 months after replacing a service line is unreasonable.  The customer always has the option to buy a pitcher or filter of any kind, we should not be responsible to do so.

It is not reasonable to require us to educate the customer within 24 hours of a sample if it is high 

There are many more questionable and unreasonable facets in this proposal, but I am limited by time. 

I have only had 2 customers on our system have any issue with lead since I've been here, and after pinpointing the root of the cause, both were paint related-as in most cases.

This proposal is painted with a broad brush and would require many unnecessary requirements for systems that do not have any issues with lead or copper. Just a few of the new proposals would greatly increase the amount of time devoted to lead and copper, which would interfere in many other of the essential operations of water quality.
"
2020-02-11T05:00Z,There is no safe level of lead in water. Fix Flint 810Strong 
2019-12-04T05:00Z,"Dear EPA Administrator, 
As a way to protect public health, the Lead and Copper Rule was created in 1991 by the Environmental Protection Agency. The Lead and Copper Rule regulates the way water systems are monitored. This rule attempts to provide tests and treatments to minimize the likelihood of lead and/or copper in our drinking water. This rule is also part of the Safe Drinking Water Act. The Lead and Copper Rule sets maximum contaminant levels on drinking water.
I understand that the Environmental Protection Agency is proposing to make a few changes to the Lead and Copper Rule. The overall goal is to provide more reliable information on elevated lead levels. There will be more tests being conducted in schools and child care facilities. There will also be more testing in what is considered high risk areas. Homeowners will be notified about any elevated lead levels within 24 hours of the findings. The overall lead monitoring routine will be improved. These efforts are a way to regain the public's trust and fulfill its duties to protect public health and safety. 
I believe that the proposed changes to the Lead and Copper Rule could have its benefits. These changes could prevent future crisis. The more these rules and guidelines are enforced, the more we can avoid tragedies like the one that happened in Flint, Michigan. I am not opposed to the new changes that are being proposed. I like the efforts that the Environmental Protection Agency is making in order to ensure the public's safety. This is a step forward in acknowledging the mistakes that have been made in the past and taking accountability. I do think that there should be more things added to this rule. I would like to see rules that will 100% guarantee that no more residents will be receiving toxic water. The Flint crisis is something that definitely could have been avoided. 
Sincerely,
Danielle Bowden

"
2019-12-05T05:00Z,"Considering all the statistics and the effects lead has on adults and infants adverse health, I am in agreement with the proposed regulation on improving lead exposure. There is a lack of testing infants for lead which can lead to catastrophic health failures. According to many different tests, even the slightest exposure to lead, at 1 ppb, you can see symptoms of lead exposure. There is always room for growth, especially with the tools and technology that is constantly evolving. The proposed regulation is indicating extra measures taken in action level/trigger level, tap sampling, corrosion control treatment, notification and public education, lead service line replacement, small system flexibility, school and childcare facility testing and education, and alternative LCR revisions considered. Each different system ensures a more efficient way to detect lead and to mitigate them. This regulation doesn't have any cons and I am in full agreement with the improvising of the existing regulation. "
2019-12-05T05:00Z,"The lead and copper rule is of course designed for community systems.  There are real problems with the way the rule (and presumably the proposed rule) is implemented on small facilities (NNs and small OTMs). 

Inconsistency in PbCu results at individual sampling sites are compounded by the low number of samples collected (5 samples at most NNs OTMs with 90th percentile calculated to include high outliers instead ofeliminating those rare outliers as would be the case with sample sets > 10). This results in ALE exceedences occurring at higher rates than at larger systems.

It is very troubling to see these results are not consistent/reproduceable
high results seem to come out of nowhere and are followed by low results.

It is understood that variables such as how long water has sat in lines, temperature and perhaps how often valves are turned all factor into the results in difficult to measure ways.  These factors add an erratic unscientific tinge to the results which is troubling in the regulatory framework.

The material inventory requirements may resolve some of these problems.  Particularlyat many OTM mobile home park facilties where pvc piping is usedinsteadof metalic piping.

At least half of the ALEs I seeon small systems are for copper.  It is good to seesome effort is being made to separate lead and copper remedies/responses"
2019-12-05T05:00Z,"I strongly urge the EPA to pass this rule pertaining to childhood lead exposure in their drinking water. Shockingly, this is a growing concern in San Francisco public schools. According to Calpirg, There is no safe level of lead, especially for children. Even small amounts can lower IQ. Damage from lead exposure is irreversible (Calpirg, n.d.). If this is something that the agency is already aware of, why havent they regulated these water systems that supply drinking water to our childrens schools and childcare facilities? Federal guidelines measure the acceptable limit to be 15 parts per billion. However, these guidelines are very outdated as scientific findings have gotten better with time. In regards to these San Francisco public schools, Lyanne Melendez states that: 65 of the 136 have lead levels in their drinking water of less than one part per billion (Melendez, 2018). It is surprising that a little less than half of all schools in this school district have hardly any lead in their water. As for the other schools that measured in higher, these unsafe levels of lead are posing a huge risk for the development of the youth. If the EPA enforces the community water systems to monitor the levels of lead by not only sampling, but also reporting, this would be the best way to ensure safe drinking water for schools and childcare facilities nationwide. I am sure that a lot of these facilities and institutions are unaware of the contaminants in their drinking water. By informing them, this new system is guiding them in the right direction to safeguard the children from this major public health concern. 


Sincerely,
Amanda Perez

Calpirg. (n.d.). [Interactive Map]. Get Out The Lead Map. Retrieved from https://calpirg.org/feature/cap/get-out-lead-map

Melendez, L. (2018, October 10). Lead found in more than half of San Franciscos public 
schools. Retrieved from https://abc7news.com/education/lead-found-in-more-than-half-of-san-franciscos-public-schools/4457152/
"
2019-12-06T05:00Z,"The lead contamination into drinking water has created a huge impact on our population. The most vulnerable population would be children at schools. For example, the California Public Interest Research Group (CALPIRG) collected data related to lead contamination from 136 schools in San Francisco. For example, the California Public Interest Research Group (CALPIRG) collected data related to lead contamination from 136 schools in San Francisco. Most of the schools had their water polluted by lead; however, six schools had their water fountains contained more than the federal standard of 15ppb with the highest level of lead contamination (Melendez,2018). If a child consumed water from those fountains, there is a higher percentage that the child will suffer some consequences such as criminal behavior, reading problems, attention deficit hyperactivity disorder, school failure, delinquency, and antisocial behavior. Our community and the government are concerned about this issue, they want to do something related to it. Children are the future of this country; I believe they should enjoy this life without any health complications.
I think EPA is doing a great job by addressing the problem and finding some solutions to this problem. Children mustn't be exposed to lead contamination, that way the number of victims can reduce at a high rate. EPAs proposals are really great in general. All the steps that EPA is trying to make will impact our community with great outcomes. Many of the schools are going to change their pipes and filters and they will take more precautions about drinking water than before. Those regulations will make schools safer by providing uncontaminated water on their campus. The thing is, the less lead that we find in our water the more we prevent children from suffering certain bad health-related outcomes from the lead contamination intake from the drinking water found in schools. 
 
References
Melendez, L. (2018, October 11). Lead found in more than half of San Francisco's				 public schools. Retrieved from https://abc7news.com/education/lead			-found-inmore-than-half-of-san-franciscos-public-schools/4457152/"
2019-12-07T05:00Z,"	Similarly to what is occurring in Flint, Michigan pertaining to the ongoing lead issue, there is also a growing lead concern in the public schools of San Francisco. Although most San Francisco schools are in compliance with federal and state standards, it is still a danger to have lead exposure anywhere near children and schools. California Public Interest Research Group (CALPIRG) conducted a lead content test for all 136 San Francisco public schools in 2018 and the results were alarming. CALPIRG then put together an interactive map that displayed the lead testing results. Results showed that 65 schools had less than 1 ppb, 66 schools had between 1 to 5 ppb, and 16 schools had lead content over 5 ppb. It is very important to note that lead is a potent neurotoxin that impacts how children behave, grow, and learn. Also, pediatricians firmly believe and stand behind the fact that any lead content amount over 1 ppb is deemed to be hazardous. While on the other hand, the government does not agree and deems that anything over 15 ppb is the fatal level. This contrast in beliefs and standards is a huge issue because the government is not openly listening to what medical professionals have been telling them about lead when all the medical evidence is shown and recorded. 
	The EPAs proposal in implementing that the community water systems (CWS) should  sample drinking water outlets at school and other facilities that are working in close contact with child care is only a good start. While it is very important to notify the school districts on the test outcomes, it is just as important to alert parents of the news so that they can also push for change and action. The help of the community can create changes at a faster rate. It is very irresponsible for the school district to pretend like this issue is not a huge deal because in reality, it is going to impact the lives and health of many students if it does not get resolved soon.
"
2019-12-11T05:00Z,"Under the Key Area # 6 you, the EPA, are trying to protect our nations schoolchildren from being exposed to lead and other harmful toxins that can be found in drinking water. I do not agree with your proposal to have water system revisions being done progressively. I believe you should revise this key area to ensure immediate actions are being taken to reduce, or even eliminate any traces of toxins like lead and other heavy metals from our drinking water supply. 
	Your current regulation is for 15ppb lead in drinking water, but this comes from extremely outdated information. The Academy of Pediatrics have been urging you to change this antiquated regulation down to 1ppb of lead, because the majority of evidence has lead to the fact that, there is no safe level of blood lead concentration for children. As the EPA you have long been aware of the dangers of lead in the body, and have linked lead exposure in children to reductions in IQ, learning disabilities and even stunted physical growth. 
	With 15ppb lead in drinking water being the regulation, this means that school districts may be under the impression that the drinking water that their students are drinking is safe when in actuality that is far from the truth. Massive proportions of schools across the US are above what is considered safe by prevailing scientific knowledge, however with the current regulations, they are unable to receive funding to make meaningful changes.
	Modern science has evolved, and we need to make sure that our rules and regulations are evolving with them to ensure the safety of the children of our nation.
"
2019-12-11T05:00Z,"Eliminating lead from water should be a priority to ensure safe drinking water for children. There is a huge discrepancy in what is considered safe in the federal governments standard versus the American Academy of Pediatrics recommendation. The federal standard of lead in water is 16 parts per billion, while the American Academy of Pediatrics recommends no more than 1 part per billion. Recent studies have proven that there is no safe amount of lead in drinking water (AAP, 2016). The San Francisco unified school district has recently tested their schools drinking water for lead, and the results were shocking. Most of the schools did not meet the recommendations of the American Academy of Pediatrics. Lead affects children the most since they are still developing and it causes harmful health effects that are not reversible. Some of the health effects of lead include cognitive and behavior problems, irritability, fatigue, and abdominal pain. Since the adverse health effects of lead are irreversible, preventing exposure is critical. The first change that should be implemented is that the federal standard should match that of the American Academy of Pediatrics recommendation of no more than 1 part per billion. Next, every school, preschool, and daycare should have their water tested and any place that does not meet the standard of no more than 1 part per billion of lead level in their water must rectify the problem immediately. What that can entail is closing the harmful fountains and providing another source of water until the problem is corrected. "
2019-12-11T05:00Z,"
Protecting Community water systems should be a national issue that needs quick intervention. For instance, the San Francisco school district has been testing its drinking water for lead, and a shocking result shows that over 50% of schools in the San Francisco Unified School District (SFUD) have lead present in drinking water. I agree with the EPA proposal to have all water outlets in schools and childcare facilities to provide water samples that can be tested, and the system provides the result information. They should also provide information about the actions the schools or the child care facilities can take to lower the lead in drinking water.  Most schools built before the 2010 lead ban have possible lead water pipes and faucets (EPA, 2014).
Therefore, I agree with EPAs proposal that will require all water that has plumping pipes to have proper labeling so that Americans can quickly identify them when purchasing. Millions of Americans usually look more into the price of the pipes, but they do not look at the brand and the health-friendly materials. I also agree with the proposal that the EPA should notify customers when elevated levels of the lead rise in drinking water to avoid a crisis like what happened in Flint (Taylor, Wright, & Housman, 2016). This will prevent customers from getting sick in the future and also by identifying the sources of lead contamination. Instead of waiting for people to get sick, the EPA can prevent lead from being contaminated in drinking water. Also, a representative should go to different school districts and communities to bring awareness and have people join the advocacy for having the state and federal get abased standard for lead in drinking water. Another way we can help the situation is by improving transparency and communication between EPA and the communities.
 Every community faces different issues with water, and the best way to resolve the lead problem is to get everyone involved. The EPA proposed rule is expected to increase community awareness and further reduce sources of lead through enhanced Lead service lines replacements. We also know that the Federal and State governments allow up to 15 parts per billion, a limit that most medical pediatricians have proved to be very high. The transparency and communication by EPA will allow the community to know the number of parts per billion in their water so that they can be able to decide their lead limit. 
Therefore, I support the proposals by EPA, which include but not limited to identifying areas most impacted, strengthening treatment requirements, replacing Lead Service Lines, increasing sampling reliability, Improving risk communication, and also protecting children in schools.
Bellinger, D. C., Chen, A., & Lanphear, B. P. (2017). Establishing and achieving national goals	for preventing lead toxicity and exposure in children. JAMA pediatrics, 171(7), 616-618.
Taylor, J. Y., Wright, M. L., & Housman, D. (2016). Lead toxicity and genetics in Flint, MI. NPJ  	genomic medicine, 1, 16018

"
2020-01-02T05:00Z,"It is hard to believe that this has to be a discussion? The amount of LEAD in water in almost every large city is above an acceptable limit. The limit should be below 5 PPB as the human body needs 0 PPB or PPT for that matter. The effects of the neurological damage to developing minds is so well documented that there is no scientific argument against it. As for the cost, it will cost all of us and any municipality mush more in social services, medical expenses, law enforcement, reincarceration and most importantly lost enterprise. We will neve know what inventions were never thought of because we deadened the minds of the youth.  The effects of lead are evident already, that's why the question exists at to if we should regulate and treat for lead.

Please, I ask that you look at the information and make a logical decision to lower the limits and enforce the guidelines.  

Thanks Shawn Talley,"
2020-01-02T05:00Z,I am in favor of the revised Lead and Copper Rule. Decreasing lead and copper exposure by enacting stricter action level thresholds is paramount for providing communities with safe drinkable water. 
2020-01-03T05:00Z,"As the rules are currently proposed, if the the water system is notified of the customer-initiated replacement more than 3 months after the replacement occured, then the water system is not required to replace its portion of the LSL. It is disturbing that the proposed LCR revisions would penalize a homeowner for proactively replacing their portion of a LSL  whether the replacement occurred last year, now, or anytime before the LCRR are finalized - especially given the extremely slow pace of providing these revisions. 

"
2020-01-06T05:00Z,"I applaud the small overall increase in water regulations, but I don't think they go far enough in insuring clean water of all Americans.  

I am particularly disappointed that the new regulations would decrease the annual # of lead service lines that must  be replaced when tap water exceeds 15 ppb from 7% to 3%.

There is no set standard for lead levels and no standard for required action to reduce those levels .  A 5% standard should be set, similar to Canada's.  In fact, no lead level is safe, but 5% greatly reduces the action level proposed now.

Strong enforcement of the law is required, along with funding for action when state and local entities do not have the funds required for doing so.  "
2020-01-13T05:00Z,"While the health and safety of my students, staff and visitors is certainly a priority, I strongly believe that the proposed changes regarding lead testing/water regulations in schools is unreasonable.  Public schools are increasingly overwhelmed with mandates passed down, and they are almost always unfunded.  Obviously, we are already regulated by our local regulations to maintain water quality.

Thank you for your consideration in this matter.

Respectively,

Derek Lark
Superintendent, Santa Fe R-X Schools (Missouri)"
2020-01-18T05:00Z,"Barry Goldberg
800 Heartwood Ln #9
Bayfield, Co 81122
970-749-1808
Licensed Water Professional

Hello,
I am a licensed water operator for a small water system in southwest Colorado.  Thank you for continuing to find the best way to regulate lead and copper in our drinking water.  I'm asking that you please keep the regulations flexible enough so that a one size fits all regulation produces harm to systems that are not at risk for lead and copper contamination.  Remember that each new regulation cause more work and can cause harm to small and medium sized systems that lack the resources, financial and manpower to deal with them.  Please find a common sense balance that can accommodate differing sized systems. 

"
2020-02-05T05:00Z,Like you care about our drinking water as you're taking away regulations that protect our water! As long as big corporations put money in your pockets the American people be damn to you! Also stop lying about not trying to take away coverage for pre-existing conditions because this administration is working harder than ever to take that away! This administration IS BAD VERY VERY BAD!!
2020-02-06T05:00Z,"Section 141.84 (d)(5) of the revised rule states ""when a water system is notified by the customer that he or she has replaced the customer-owned portion and the replacement has occurred more than three months in the past, the water system is NOT required to complete the lead service line replacement of the system-owned portion."" 

Given the length of time it took for the US EPA to issue these revisions, it is wholly unfair for customers who replaced their portion while waiting for LCR revisions can now be further delayed or even denied having the water system portion replaced simply because they were proactive about replacement.   

This section needs revision."
2020-02-07T05:00Z,"North Logan City has concern over the following proposed rule section: All water systems must develop an Lead Service Line (LSL) inventory or demonstrate absence of LSLs within first 3 years of final rule publication. This requires water systems to identify all unknown service line materials on both sides of every meter up to the house.

 
North Logan City understands the rationale for determining the need to validate there are no lead service lines, requiring physical validation of materials of each service line when available records and historical staff knowledge indicate no lead service lines in our community, would result in an undue burden on the water utility and the home owner with limited benefit to the community.
North Logan City has not maintained a data set of service line material. In North Logan City, all connections past the water meter are the homeowners responsibility. We do not replace, fix, or service any part of the Homeowners service line.
Service lines are underground, and therefore not visible without excavation and/or entry into a customer's dwelling. Service lines are typically not visible in our meter barrels without excavating. 
Even if we did verify all 2600 service connections (We are a small city) That would be a huge undertaking and 3 years is a short time frame for a Utility Department that only has 3 Full Time Employees, and a 7 month dig window due to Winter conditions. 21 months to do 2600 connections puts us at 124 verifications per month. That takes a large amount of time. Even if the service is copper or a poly line, we could not know about a pipe type change halfway through the yard, or lead fittings used, without exposing the entire line. We put our meter in the park strip and a minimum of 4 feet deep to keep them from freezing. That is a lot of fill, sod, and irrigation fixes we would have to undertake.  
Creating a data set of all service lines will require a significant undertaking and expense; requiring excavation and entry into private property. Digging  up someones front yard just to see the service lines will be a negative experience for both the City and the Citizens.

We have removed all Lead ""goose necks"" tapped to the Main lines that run to the meters. But a data set does not exist as we did this over the last 30 years, before Data sets were even a thing. Staff historical knowledge should suffice. 
 "
2020-02-08T05:00Z,"The updating of the trigger level is necessary to bring the regulation into accordance with the technological advancements and heightened importance of public health in today's society.  As evidence by the unfortunate situation in Flint, Michican, and other lesser publicized cities throughout America, the need to updating is crucial.  The impact lead and copper can have on an individual's body, particularly those of today's youth, is a significant price to pay for a problem that can be addressed through regulation and enforcement. "
2019-12-07T05:00Z,"Having safe drinking water is essential for any human being and their health, but especially for children during their development. According to California Public Interest Research Group (CALPIRG), there are schools in San Francisco, California with levels of lead way higher than EPAs standard 15 ppb. According to The American Academy of pediatrics, children should not be exposed to higher than 1 ppb of lead (Melendez, 2018). Lead exposure can do irreversible damage to a childs developing body, especially to their cognitive development and nervous system. CALPIRG collected data from San Franciscos schools and found that there are schools with levels as high as 660 ppb. This is something concerning for the parents who take their kids to such schools, but also for those who live around the area. EPAs proposal of revisions to the LCR, implementation of sampling CCT and LSLR, consumer awareness and education is great and is something that will help communities. However, it is still concerning to have the standard lead level as 15 ppb, especially in schools, when it is not recommended by pediatricians. 15 ppb is not safe for children and should be lowered to protect the health of many children who are exposed to these high levels of lead without knowing. According to CALPIRG 15 ppb is an outdated standard of lead, which was not a health standard to begin with. The EPA has a good start to take upon the lead issue in our drinking water. However, I do think that they have the power to do more, especially for our children in schools and childcare facilities. EPA need to make sure schools and facilities implement restrictions to keep children safe. EPA should notify the public of areas with high levels of lead in addition to enforce the replacement of drinking water fountains with lead-line tanks, any brass or chrome-plated brass faucets, galvanized iron pipes or other plumbing soldered with lead. in addition to the replacement of lead pipes, which will help and reduce the exposure of lead in communities, save the lives of many children and strengthen public health protection. 

Reference

Get Out The Lead Map | CALPIRG. (2019). Retrieved November 15, 2019, from Calpirg.org website: https://calpirg.org/feature/cap/get-out-lead-map

Melendez, L. (2018, October 11). Lead found in more than half of San Franciscos public schools. Retrieved November 15, 2019, from ABC7 San Francisco website: https://abc7news.com/education/lead-found-in-more-than-half-of-san-franciscos-public-schools/4457152/
"
2019-12-08T05:00Z,"In the 6th key area, under General Information, the EPA focuses on protecting kids in schools by reducing their exposure to lead in drink water that is found on the premises of school and childcare facilities. Just recently, I wrote a brief Op-ED on the San Francisco Chronicle, which focused on the levels of lead found in the elementary and high schools in San Francisco (SF). Based off my research from CALPIRG, a data base for the results of lead testing in SF schools, most of the schools seem to comply to the <15ppb, however; there are a few schools within the district that have tested for 400-600ppb. That is up 40 times the federal recommendation. 
According to an article on the American Academy of Pediatrics (AAP) website, Lead and Drinking Water: Information for Health Professionals Across the United States, published by the Pediatric Environmental Health Specialty Units (PEHSU), The National Toxicology Program and U.S. Environmental Protection Agencys (US EPA) Lead Integrated Science Assessment both concluded that adverse neurodevelopmental cognitive impacts occur at blood lead levels less than 5 g/dL (https://www.pehsu.net/_Library/facts/LeadandDrinkingWater_62116_final.pdf). By this, we can see that there is a recommended level of ZERO amount of lead that our kids should be getting from drinking water, which contributes to 20% of their blood lead levels.  
So, what do we do about it? The first thing is we need to educate ourselves. The FDA is a great resource and a great place to start. Also, websites such as the ones listed above, CALPIRG and the AAP, have great information on levels of lead the kids in the community are exposed to and the harmful effects that such exposure can cause. Next, implementing and advocating for an uncompromising higher standard of policy when it comes to lead in water. In 2012, the AAP strongly advised the FDA to change its ppb standard from 15ppb to 1ppb, because they recommend ZERO lead in water for children. Lastly, we need to start testing schools and our homes for lead in drinking water, becoming the advocates for the growing minds of our future generations. CALPRIG is only just starting out in San Francisco, so just imagine if ALL schools, ALL over the world had information and access to such indispensable data. 
"
